ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO
2017-0143,25/11/2017,2017,11,25,CONDUCTOR,AUTO,MASCULINO,50,25/11/2017
2017-0144,26/11/2017,2017,11,26,PASAJERO_ACOMPA¥ANTE,AUTO,FEMENINO,50,26/11/2017
2017-0145,26/11/2017,2017,11,26,CONDUCTOR,MOTO,MASCULINO,58,26/11/2017
2017-0147,28/11/2017,2017,11,28,CONDUCTOR,MOTO,MASCULINO,49,28/11/2017
2017-0148,29/11/2017,2017,11,29,PEATON,PEATON,FEMENINO,82,29/11/2017
2017-0149,30/11/2017,2017,11,30,PEATON,PEATON,MASCULINO,13,30/11/2017
2017-0150,04/12/2017,2017,12,4,PEATON,PEATON,MASCULINO,56,04/12/2017
2017-0151,04/12/2017,2017,12,4,PEATON,PEATON,MASCULINO,SD,04/12/2017
2017-0152,06/12/2017,2017,12,6,CICLISTA,BICICLETA,MASCULINO,19,06/12/2017
2017-0153,11/12/2017,2017,12,11,PASAJERO_ACOMPA¥ANTE,MOTO,MASCULINO,SD,12/12/2017
2017-0153,11/12/2017,2017,12,11,CONDUCTOR,MOTO,MASCULINO,30,12/12/2017
2017-0154,11/12/2017,2017,12,11,PEATON,PEATON,MASCULINO,76,11/12/2017
2017-0155,12/12/2017,2017,12,12,SD,SD,MASCULINO,77,SD
2017-0157,17/12/2017,2017,12,17,CONDUCTOR,AUTO,MASCULINO,53,17/12/2017
2017-0158,18/12/2017,2017,12,18,CONDUCTOR,MOTO,MASCULINO,32,18/12/2017
2017-0159,20/12/2017,2017,12,20,CONDUCTOR,MOTO,MASCULINO,27,20/12/2017
2017-0160,22/12/2017,2017,12,22,PEATON,PEATON,FEMENINO,30,22/12/2017
2017-0161,26/12/2017,2017,12,26,PEATON,PEATON,FEMENINO,30,26/12/2017
2018-0001,01/01/2018,2018,1,1,PEATON,PEATON,MASCULINO,83,02/01/2018
2018-0002,03/01/2018,2018,1,3,CICLISTA,BICICLETA,FEMENINO,26,03/01/2018
2018-0003,05/01/2018,2018,1,5,PEATON,PEATON,FEMENINO,58,05/01/2018
2018-0004,09/01/2018,2018,1,9,CONDUCTOR,MOTO,MASCULINO,39,09/01/2018
2018-0005,09/01/2018,2018,1,9,PEATON,PEATON,MASCULINO,54,09/01/2018
2018-0006,10/01/2018,2018,1,10,CICLISTA,BICICLETA,FEMENINO,45,10/01/2018
2018-0007,11/01/2018,2018,1,11,CONDUCTOR,AUTO,MASCULINO,46,11/01/2018
2018-0008,12/01/2018,2018,1,12,CONDUCTOR,MOTO,FEMENINO,32,12/01/2018
2018-0009,14/01/2018,2018,1,14,CONDUCTOR,MOTO,MASCULINO,19,14/01/2018
2018-0010,18/01/2018,2018,1,18,CONDUCTOR,MOTO,MASCULINO,40,18/01/2018
2018-0011,19/01/2018,2018,1,19,PEATON,PEATON,MASCULINO,84,19/01/2018
2018-0012,26/01/2018,2018,1,26,CONDUCTOR,MOTO,MASCULINO,20,26/01/2018
2018-0013,28/01/2018,2018,1,28,CONDUCTOR,MOTO,MASCULINO,44,28/01/2018
2018-0014,31/01/2018,2018,1,31,PEATON,PEATON,MASCULINO,SD,04/02/2018
2018-0015,06/02/2018,2018,2,6,CONDUCTOR,MOTO,MASCULINO,28,06/02/2018
2018-0015,06/02/2018,2018,2,6,PASAJERO_ACOMPA¥ANTE,MOTO,MASCULINO,19,06/02/2018
2018-0016,15/02/2018,2018,2,15,CONDUCTOR,MOTO,MASCULINO,31,15/02/2018
2018-0017,17/02/2018,2018,2,17,PEATON,PEATON,MASCULINO,35,20/02/2018
2018-0018,17/02/2018,2018,2,17,CONDUCTOR,MOTO,MASCULINO,26,17/02/2018
2018-0019,17/02/2018,2018,2,17,PEATON,PEATON,FEMENINO,80,17/02/2018
2018-0020,19/02/2018,2018,2,19,CONDUCTOR,MOTO,MASCULINO,26,19/02/2018
2018-0021,22/02/2018,2018,2,22,PEATON,PEATON,FEMENINO,62,22/02/2018
2018-0022,24/02/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28,24/02/2018
2018-0023,24/02/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28,24/02/2018
2018-0024,28/02/2018,2018,2,28,PEATON,PEATON,MASCULINO,70,28/02/2018
2018-0025,04/03/2018,2018,3,4,PEATON,PEATON,MASCULINO,70,05/03/2018
2018-0026,09/03/2018,2018,3,9,CONDUCTOR,MOVIL,MASCULINO,24,09/03/2018
2018-0026,09/03/2018,2018,3,9,PASAJERO_ACOMPA¥ANTE,MOVIL,MASCULINO,30,09/03/2018
2018-0027,11/03/2018,2018,3,11,PEATON,PEATON,FEMENINO,74,11/03/2018
2018-0028,13/03/2018,2018,3,13,PEATON,PEATON,MASCULINO,71,13/03/2018
2018-0029,15/03/2018,2018,3,15,CONDUCTOR,MOTO,MASCULINO,26,15/03/2018
2018-0030,20/03/2018,2018,3,20,CONDUCTOR,MOTO,MASCULINO,24,20/03/2018
2018-0031,28/03/2018,2018,3,28,CONDUCTOR,MOTO,MASCULINO,31,28/03/2018
2018-0032,02/04/2018,2018,4,2,PEATON,PEATON,MASCULINO,70,02/04/2018
2018-0033,07/04/2018,2018,4,7,CONDUCTOR,MOTO,FEMENINO,42,10/04/2018
2018-0034,11/04/2018,2018,4,11,PEATON,PEATON,MASCULINO,24,11/04/2018
2018-0035,12/04/2018,2018,4,12,PEATON,PEATON,FEMENINO,39,12/04/2018
2018-0036,13/04/2018,2018,4,13,CONDUCTOR,MOTO,MASCULINO,37,15/04/2018
2018-0037,18/04/2018,2018,4,18,PEATON,PEATON,MASCULINO,84,19/04/2018
2018-0038,20/04/2018,2018,4,20,PEATON,PEATON,FEMENINO,59,20/04/2018
2018-0038,20/04/2018,2018,4,20,PEATON,PEATON,MASCULINO,61,20/04/2018
2018-0039,21/04/2018,2018,4,21,PEATON,PEATON,MASCULINO,37,21/04/2018
2018-0040,27/04/2018,2018,4,27,PEATON,PEATON,FEMENINO,SD,27/04/2018
2018-0041,27/04/2018,2018,4,27,PEATON,PEATON,FEMENINO,78,27/04/2018
2018-0042,27/04/2018,2018,4,27,PASAJERO_ACOMPA¥ANTE,MOTO,MASCULINO,23,27/04/2018
2018-0043,28/04/2018,2018,4,28,CONDUCTOR,MOTO,MASCULINO,25,29/04/2018
2018-0044,28/04/2018,2018,4,28,PEATON,PEATON,FEMENINO,50,28/04/2018
2018-0045,30/04/2018,2018,4,30,CONDUCTOR,AUTO,MASCULINO,60,30/04/2018
2018-0046,02/05/2018,2018,5,2,PEATON,PEATON,MASCULINO,11,02/05/2018
2018-0047,08/05/2018,2018,5,8,PEATON,PEATON,MASCULINO,82,09/05/2018
2018-0048,09/05/2018,2018,5,9,PEATON,PEATON,MASCULINO,57,16/05/2018
2018-0049,11/05/2018,2018,5,11,PEATON,PEATON,FEMENINO,40,13/05/2018
2018-0050,14/05/2018,2018,5,14,PEATON,PEATON,FEMENINO,47,24/05/2018
2018-0051,15/05/2018,2018,5,15,PEATON,PEATON,FEMENINO,57,15/05/2018
2018-0052,18/05/2018,2018,5,18,PEATON,PEATON,MASCULINO,78,19/05/2018
2018-0053,20/05/2018,2018,5,20,CONDUCTOR,MOTO,MASCULINO,43,20/05/2018
2018-0054,22/05/2018,2018,5,22,PEATON,PEATON,FEMENINO,86,25/05/2018
2018-0055,29/05/2018,2018,5,29,CONDUCTOR,MOTO,MASCULINO,21,29/05/2018
2018-0056,02/06/2018,2018,6,2,PEATON,PEATON,FEMENINO,69,04/06/2018
2018-0057,03/06/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,33,04/06/2018
2018-0058,03/06/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,26,13/06/2018
2018-0059,08/06/2018,2018,6,8,CONDUCTOR,MOTO,MASCULINO,54,08/06/2018
2018-0060,08/06/2018,2018,6,8,PEATON,PEATON,MASCULINO,51,08/06/2018
2018-0061,10/06/2018,2018,6,10,CONDUCTOR,MOTO,MASCULINO,51,10/06/2018
2018-0062,14/06/2018,2018,6,14,PEATON,PEATON,MASCULINO,32,14/06/2018
2018-0063,16/06/2018,2018,6,16,PEATON,PEATON,FEMENINO,28,17/06/2018
2018-0064,25/06/2018,2018,6,25,CONDUCTOR,AUTO,MASCULINO,30,25/06/2018
2018-0065,26/06/2018,2018,6,26,CONDUCTOR,MOTO,MASCULINO,35,26/06/2018
2018-0066,28/06/2018,2018,6,28,PEATON,PEATON,MASCULINO,73,28/06/2018
2018-0067,29/06/2018,2018,6,29,PASAJERO_ACOMPA¥ANTE,PASAJEROS,FEMENINO,81,06/07/2018
2018-0068,01/07/2018,2018,7,1,CONDUCTOR,MOTO,MASCULINO,21,01/07/2018
2018-0069,04/07/2018,2018,7,4,CICLISTA,BICICLETA,MASCULINO,20,04/07/2018
2018-0070,07/07/2018,2018,7,7,CONDUCTOR,MOTO,MASCULINO,33,07/07/2018
2018-0071,10/07/2018,2018,7,10,CONDUCTOR,MOTO,MASCULINO,SD,10/07/2018
2018-0072,11/07/2018,2018,7,11,CONDUCTOR,MOTO,MASCULINO,27,13/07/2018
2018-0073,11/07/2018,2018,7,11,PEATON,PEATON,FEMENINO,67,11/07/2018
2018-0074,14/07/2018,2018,7,14,CONDUCTOR,AUTO,MASCULINO,25,14/07/2018
2018-0075,15/07/2018,2018,7,15,PEATON,PEATON,MASCULINO,23,15/07/2018
2018-0076,16/07/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73,16/07/2018
2018-0077,16/07/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58,17/07/2018
2018-0078,21/07/2018,2018,7,21,PEATON,PEATON,MASCULINO,27,21/07/2018
2018-0079,23/07/2018,2018,7,23,PEATON,PEATON,MASCULINO,SD,23/07/2018
2018-0080,25/07/2018,2018,7,25,PEATON,PEATON,MASCULINO,26,25/07/2018
2018-0081,29/07/2018,2018,7,29,PEATON,PEATON,MASCULINO,35,29/07/2018
2018-0082,01/08/2018,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17,01/08/2018
2018-0083,02/08/2018,2018,8,2,CONDUCTOR,MOTO,MASCULINO,SD,02/08/2018
2018-0084,03/08/2018,2018,8,3,PEATON,PEATON,MASCULINO,45,03/08/2018
2018-0085,03/08/2018,2018,8,3,PASAJERO_ACOMPA¥ANTE,MOTO,FEMENINO,22,03/08/2018
2018-0085,03/08/2018,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30,03/08/2018
2018-0086,10/08/2018,2018,8,10,PEATON,PEATON,MASCULINO,40,10/08/2018
2018-0087,15/08/2018,2018,8,15,PEATON,PEATON,MASCULINO,75,20/08/2018
2018-0088,17/08/2018,2018,8,17,CONDUCTOR,MOTO,MASCULINO,SD,17/08/2018
2018-0089,17/08/2018,2018,8,17,PEATON,PEATON,MASCULINO,80,17/08/2018
2018-0090,18/08/2018,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27,18/08/2018
2018-0091,19/08/2018,2018,8,19,PASAJERO_ACOMPA¥ANTE,AUTO,FEMENINO,23,19/08/2018
2018-0092,20/08/2018,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23,20/08/2018
2018-0093,20/08/2018,2018,8,20,PEATON,PEATON,MASCULINO,24,20/08/2018
2018-0094,23/08/2018,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32,23/08/2018
2018-0095,26/08/2018,2018,8,26,PASAJERO_ACOMPA¥ANTE,AUTO,FEMENINO,49,26/08/2018
2018-0096,31/08/2018,2018,8,31,PEATON,PEATON,MASCULINO,39,31/08/2018
2018-0097,02/09/2018,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35,02/09/2018
2018-0098,09/09/2018,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55,09/09/2018
2018-0098,09/09/2018,2018,9,9,PASAJERO_ACOMPA¥ANTE,AUTO,MASCULINO,54,09/09/2018
2018-0099,12/09/2018,2018,9,12,PEATON,PEATON,MASCULINO,18,13/09/2018
2018-0100,20/09/2018,2018,9,20,SD,MOTO,FEMENINO,33,20/09/2018
2018-0101,21/09/2018,2018,9,21,CONDUCTOR,AUTO,MASCULINO,SD,21/09/2018
2018-0102,21/09/2018,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20,21/09/2018
2018-0103,27/09/2018,2018,9,27,PEATON,PEATON,MASCULINO,1,29/09/2018
2018-0104,01/10/2018,2018,10,1,CONDUCTOR,MOTO,MASCULINO,22,01/10/2018
2018-0105,03/10/2018,2018,10,3,PEATON,PEATON,FEMENINO,56,03/10/2018
2018-0106,04/10/2018,2018,10,4,CONDUCTOR,MOTO,MASCULINO,27,04/10/2018
2018-0107,06/10/2018,2018,10,6,PEATON,PEATON,FEMENINO,62,06/10/2018
2018-0108,09/10/2018,2018,10,9,CONDUCTOR,MOTO,MASCULINO,37,10/10/2018
2018-0109,10/10/2018,2018,10,10,PEATON,PEATON,MASCULINO,34,10/10/2018
2018-0110,13/10/2018,2018,10,13,PEATON,PEATON,MASCULINO,60,14/10/2018
2018-0111,19/10/2018,2018,10,19,CONDUCTOR,MOTO,MASCULINO,28,19/10/2018
2018-0112,24/10/2018,2018,10,24,CONDUCTOR,MOTO,FEMENINO,28,24/10/2018
2018-0113,25/10/2018,2018,10,25,CONDUCTOR,MOTO,MASCULINO,20,25/10/2018
2018-0114,30/10/2018,2018,10,30,CONDUCTOR,MOTO,MASCULINO,23,30/10/2018
2018-0115,31/10/2018,2018,10,31,PEATON,PEATON,MASCULINO,42,01/11/2018
2018-0116,01/11/2018,2018,11,1,PEATON,PEATON,MASCULINO,48,08/11/2018
2018-0117,04/11/2018,2018,11,4,CONDUCTOR,MOTO,MASCULINO,30,08/11/2018
2018-0118,05/11/2018,2018,11,5,PEATON,PEATON,FEMENINO,80,05/11/2018
2018-0119,05/11/2018,2018,11,5,PEATON,PEATON,FEMENINO,32,06/11/2018
2018-0120,09/11/2018,2018,11,9,PEATON,PEATON,FEMENINO,51,20/11/2018
2018-0121,09/11/2018,2018,11,9,PEATON,PEATON,FEMENINO,72,09/11/2018
2018-0122,12/11/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,33,12/11/2018
2018-0123,12/11/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,25,12/11/2018
2018-0124,15/11/2018,2018,11,15,CONDUCTOR,CARGAS,MASCULINO,44,15/11/2018
2018-0125,16/11/2018,2018,11,16,PEATON,PEATON,MASCULINO,29,17/11/2018
2018-0126,18/11/2018,2018,11,18,CONDUCTOR,MOTO,MASCULINO,27,23/11/2018
2018-0127,19/11/2018,2018,11,19,CONDUCTOR,MOTO,MASCULINO,29,19/11/2018
2018-0128,25/11/2018,2018,11,25,PASAJERO_ACOMPA¥ANTE,AUTO,MASCULINO,49,25/11/2018
2018-0128,25/11/2018,2018,11,25,PASAJERO_ACOMPA¥ANTE,AUTO,FEMENINO,39,25/11/2018
2018-0129,28/11/2018,2018,11,28,CONDUCTOR,MOTO,MASCULINO,37,30/11/2018
2018-0130,03/12/2018,2018,12,3,CONDUCTOR,MOTO,MASCULINO,SD,03/12/2018
2018-0131,07/12/2018,2018,12,7,CONDUCTOR,MOTO,MASCULINO,29,07/12/2018
2018-0132,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,70,12/12/2018
2018-0133,12/12/2018,2018,12,12,PEATON,PEATON,FEMENINO,60,12/12/2018
2018-0134,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,56,13/12/2018
2018-0135,18/12/2018,2018,12,18,PEATON,PEATON,MASCULINO,80,22/12/2018
2018-0136,18/12/2018,2018,12,18,PEATON,PEATON,FEMENINO,70,18/12/2018
2018-0137,18/12/2018,2018,12,18,PASAJERO_ACOMPA¥ANTE,MOTO,MASCULINO,29,19/12/2018
2018-0138,21/12/2018,2018,12,21,PASAJERO_ACOMPA¥ANTE,PASAJEROS,FEMENINO,79,21/12/2018
2018-0139,22/12/2018,2018,12,22,PASAJERO_ACOMPA¥ANTE,MOTO,MASCULINO,28,24/12/2018
2018-0140,22/12/2018,2018,12,22,CONDUCTOR,AUTO,MASCULINO,78,22/12/2018
2018-0141,22/12/2018,2018,12,22,PEATON,PEATON,MASCULINO,75,24/12/2018
2018-0142,25/12/2018,2018,12,25,PASAJERO_ACOMPA¥ANTE,CARGAS,MASCULINO,32,01/01/2019
2018-0143,29/12/2018,2018,12,29,CONDUCTOR,MOTO,MASCULINO,22,29/12/2018
2019-0001,08/01/2019,2019,1,8,CONDUCTOR,MOTO,MASCULINO,25,08/01/2019
2019-0002,09/01/2019,2019,1,9,CONDUCTOR,AUTO,MASCULINO,32,09/01/2019
2019-0003,12/01/2019,2019,1,12,CONDUCTOR,MOTO,MASCULINO,23,12/01/2019
2019-0004,14/01/2019,2019,1,14,CONDUCTOR,AUTO,MASCULINO,71,14/01/2019
2019-0005,19/01/2019,2019,1,19,CONDUCTOR,MOTO,MASCULINO,43,19/01/2019
2019-0006,23/01/2019,2019,1,23,PEATON,PEATON,FEMENINO,12,23/01/2019
2019-0007,26/01/2019,2019,1,26,CONDUCTOR,MOTO,MASCULINO,35,26/01/2019
2019-0008,30/01/2019,2019,1,30,CONDUCTOR,MOTO,MASCULINO,42,31/01/2019
2019-0009,31/01/2019,2019,1,31,CONDUCTOR,MOTO,MASCULINO,34,31/01/2019
2019-0010,02/02/2019,2019,2,2,PEATON,PEATON,MASCULINO,SD,02/02/2019
2019-0010,02/02/2019,2019,2,2,PEATON,PEATON,MASCULINO,59,02/02/2019
2019-0011,10/02/2019,2019,2,10,PEATON,PEATON,MASCULINO,SD,10/02/2019
2019-0012,17/02/2019,2019,2,17,CONDUCTOR,MOTO,MASCULINO,31,20/02/2019
2019-0013,20/02/2019,2019,2,20,PEATON,PEATON,MASCULINO,39,02/03/2019
2019-0014,20/02/2019,2019,2,20,CONDUCTOR,MOTO,MASCULINO,69,20/02/2019
2019-0015,23/02/2019,2019,2,23,CONDUCTOR,AUTO,MASCULINO,21,23/02/2019
2019-0016,24/02/2019,2019,2,24,CONDUCTOR,MOTO,MASCULINO,40,24/02/2019
2019-0017,03/03/2019,2019,3,3,CONDUCTOR,AUTO,MASCULINO,22,07/03/2019
2019-0018,03/03/2019,2019,3,3,PEATON,PEATON,FEMENINO,29,03/03/2019
2019-0019,06/03/2019,2019,3,6,CONDUCTOR,MOTO,MASCULINO,SD,26/03/2019
2019-0020,07/03/2019,2019,3,7,CONDUCTOR,MOTO,MASCULINO,43,07/03/2019
2019-0021,15/03/2019,2019,3,15,CONDUCTOR,MOTO,MASCULINO,23,16/03/2019
2019-0022,15/03/2019,2019,3,15,PASAJERO_ACOMPA¥ANTE,AUTO,MASCULINO,SD,15/03/2019
2019-0023,16/03/2019,2019,3,16,CONDUCTOR,AUTO,MASCULINO,34,16/03/2019
2019-0024,19/03/2019,2019,3,19,CONDUCTOR,MOTO,MASCULINO,32,19/03/2019
2019-0025,22/03/2019,2019,3,22,PEATON,PEATON,MASCULINO,27,04/04/2019
2019-0026,28/03/2019,2019,3,28,PEATON,PEATON,MASCULINO,SD,28/03/2019
2019-0027,28/03/2019,2019,3,28,CICLISTA,BICICLETA,MASCULINO,37,28/03/2019
2019-0028,06/04/2019,2019,4,6,PEATON,PEATON,FEMENINO,SD,06/04/2019
2019-0029,07/04/2019,2019,4,7,CONDUCTOR,MOTO,MASCULINO,27,07/04/2019
2019-0030,09/04/2019,2019,4,9,CONDUCTOR,MOTO,MASCULINO,25,09/04/2019
2019-0031,12/04/2019,2019,4,12,CICLISTA,BICICLETA,MASCULINO,20,12/04/2019
2019-0032,16/04/2019,2019,4,16,PEATON,PEATON,FEMENINO,83,18/04/2019
2019-0033,18/04/2019,2019,4,18,CONDUCTOR,MOTO,MASCULINO,25,18/04/2019
2019-0034,21/04/2019,2019,4,21,CONDUCTOR,MOTO,MASCULINO,SD,21/04/2019
2019-0035,23/04/2019,2019,4,23,PEATON,PEATON,FEMENINO,75,23/04/2019
2019-0036,26/04/2019,2019,4,26,CONDUCTOR,MOTO,MASCULINO,34,02/05/2019
2019-0037,01/05/2019,2019,5,1,CONDUCTOR,MOTO,MASCULINO,17,01/05/2019
2019-0038,04/05/2019,2019,5,4,PEATON,PEATON,FEMENINO,42,05/05/2019
2019-0105,05/05/2019,2019,5,5,PEATON,PEATON,FEMENINO,82,08/05/2019
2019-0039,09/05/2019,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28,09/05/2019
2019-0040,09/05/2019,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44,15/05/2019
2019-0041,11/05/2019,2019,5,11,PASAJERO_ACOMPA¥ANTE,AUTO,FEMENINO,78,11/05/2019
2019-0042,14/05/2019,2019,5,14,PEATON,PEATON,MASCULINO,39,14/05/2019
2019-0043,21/05/2019,2019,5,21,CICLISTA,BICICLETA,FEMENINO,SD,21/05/2019
2019-0044,27/05/2019,2019,5,27,PEATON,PEATON,FEMENINO,77,29/05/2019
2019-0045,03/06/2019,2019,6,3,CONDUCTOR,MOTO,MASCULINO,33,03/06/2019
2019-0046,04/06/2019,2019,6,4,PASAJERO_ACOMPA¥ANTE,MOTO,FEMENINO,26,04/06/2019
2019-0047,06/06/2019,2019,6,6,PEATON,PEATON,MASCULINO,76,06/06/2019
2019-0048,07/06/2019,2019,6,7,CONDUCTOR,MOTO,MASCULINO,32,07/06/2019
2019-0049,08/06/2019,2019,6,8,PEATON,PEATON,FEMENINO,72,09/06/2019
2019-0050,08/06/2019,2019,6,8,CONDUCTOR,MOTO,MASCULINO,21,09/06/2019
2019-0051,11/06/2019,2019,6,11,CONDUCTOR,MOTO,MASCULINO,41,11/06/2019
2019-0053,14/06/2019,2019,6,14,PASAJERO_ACOMPA¥ANTE,AUTO,MASCULINO,49,14/06/2019
2019-0054,20/06/2019,2019,6,20,CONDUCTOR,MOTO,MASCULINO,21,20/06/2019
2019-0055,20/06/2019,2019,6,20,CONDUCTOR,MOTO,MASCULINO,47,21/06/2019
2019-0056,29/06/2019,2019,6,29,PEATON,PEATON,FEMENINO,75,29/06/2019
2019-0057,05/07/2019,2019,7,5,PEATON,PEATON,FEMENINO,63,08/07/2019
2019-0058,10/07/2019,2019,7,10,CONDUCTOR,MOTO,MASCULINO,39,10/07/2019
2019-0059,13/07/2019,2019,7,13,CONDUCTOR,MOTO,MASCULINO,30,13/07/2019
2019-0060,17/07/2019,2019,7,17,PEATON,PEATON,FEMENINO,78,17/07/2019
2019-0061,17/07/2019,2019,7,17,PEATON,PEATON,FEMENINO,58,17/07/2019
2019-0062,01/08/2019,2019,8,1,PEATON,PEATON,FEMENINO,60,02/08/2019
2019-0063,04/08/2019,2019,8,4,PASAJERO_ACOMPA¥ANTE,MOTO,MASCULINO,SD,04/08/2019
2019-0064,06/08/2019,2019,8,6,CONDUCTOR,MOTO,MASCULINO,20,06/08/2019
2019-0065,08/08/2019,2019,8,8,PEATON,PEATON,FEMENINO,55,09/08/2019
2019-0066,11/08/2019,2019,8,11,PEATON,PEATON,MASCULINO,40,11/08/2019
2019-0067,14/08/2019,2019,8,14,CONDUCTOR,MOTO,MASCULINO,35,14/08/2019
2019-0068,14/08/2019,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53,14/08/2019
2019-0069,17/08/2019,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43,17/08/2019
2019-0070,22/08/2019,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25,22/08/2019
2019-0071,27/08/2019,2019,8,27,PEATON,PEATON,MASCULINO,SD,27/08/2019
2019-0072,28/08/2019,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22,02/09/2019
2019-0073,29/08/2019,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29,06/09/2019
2019-0074,29/08/2019,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35,29/08/2019
2019-0075,30/08/2019,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31,30/08/2019
2019-0076,05/09/2019,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29,05/09/2019
2019-0077,08/09/2019,2019,9,8,PEATON,PEATON,FEMENINO,28,08/09/2019
2019-0078,12/09/2019,2019,9,12,PEATON,PEATON,FEMENINO,72,15/09/2019
2019-0079,17/09/2019,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57,17/09/2019
2019-0080,17/09/2019,2019,9,17,PEATON,PEATON,MASCULINO,76,17/09/2019
2019-0081,23/09/2019,2019,9,23,PEATON,PEATON,MASCULINO,67,07/10/2019
2019-0082,25/09/2019,2019,9,25,CICLISTA,BICICLETA,MASCULINO,47,25/09/2019
2019-0083,26/09/2019,2019,9,26,CONDUCTOR,AUTO,MASCULINO,73,26/09/2019
2019-0084,27/09/2019,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40,27/09/2019
2019-0085,09/10/2019,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20,09/10/2019
2019-0086,15/10/2019,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29,15/10/2019
2019-0087,21/10/2019,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41,21/10/2019
2019-0088,22/10/2019,2019,10,22,PEATON,PEATON,MASCULINO,27,22/10/2019
2019-0089,23/10/2019,2019,10,23,PEATON,PEATON,FEMENINO,92,23/10/2019
2019-0090,24/10/2019,2019,10,24,PEATON,PEATON,MASCULINO,67,26/10/2019
2019-0091,01/11/2019,2019,11,1,PEATON,PEATON,MASCULINO,35,01/11/2019
2019-0092,03/11/2019,2019,11,3,PEATON,PEATON,MASCULINO,37,03/11/2019
2019-0093,13/11/2019,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16,13/11/2019
2019-0094,18/11/2019,2019,11,18,PASAJERO_ACOMPA¥ANTE,MOTO,FEMENINO,SD,18/11/2019
2019-0095,20/11/2019,2019,11,20,CONDUCTOR,MOTO,MASCULINO,SD,20/11/2019
2019-0096,22/11/2019,2019,11,22,PEATON,PEATON,MASCULINO,73,22/11/2019
2019-0097,25/11/2019,2019,11,25,PASAJERO_ACOMPA¥ANTE,MOTO,FEMENINO,23,25/11/2019
2019-0098,25/11/2019,2019,11,25,PASAJERO_ACOMPA¥ANTE,PASAJEROS,FEMENINO,61,29/11/2019
2019-0100,05/12/2019,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38,18/12/2019
2019-0101,17/12/2019,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25,17/12/2019
2019-0102,17/12/2019,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18,18/12/2019
2019-0103,18/12/2019,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24,18/12/2019
2019-0104,21/12/2019,2019,12,21,PASAJERO_ACOMPA¥ANTE,MOTO,FEMENINO,23,22/12/2019
2020-0001,04/01/2020,2020,1,4,PEATON,PEATON,FEMENINO,87,04/01/2020
2020-0002,05/01/2020,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36,07/01/2020
2020-0003,11/01/2020,2020,1,11,PEATON,PEATON,MASCULINO,44,11/01/2020
2020-0004,14/01/2020,2020,1,14,PEATON,PEATON,MASCULINO,82,15/01/2020
2020-0005,14/01/2020,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25,10/02/2020
2020-0006,20/01/2020,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23,20/01/2020
2020-0007,27/01/2020,2020,1,27,PEATON,PEATON,MASCULINO,52,27/01/2020
2020-0008,30/01/2020,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49,30/01/2020
2020-0009,04/02/2020,2020,2,4,PEATON,PEATON,MASCULINO,48,05/02/2020
2020-0010,08/02/2020,2020,2,8,CONDUCTOR,MOTO,MASCULINO,SD,08/02/2020
